Frequency (Hz)	Level (dB)
19431.152344	-95.903374
19432.617188	-96.420830
19434.082031	-97.138252
19435.546875	-97.708275
19437.011719	-98.393745
19438.476563	-98.742249
19439.941406	-99.292068
19441.406250	-99.742203
19442.871094	-100.200287
19444.335938	-100.601601
19445.800781	-100.989609
19447.265625	-101.410591
19448.730469	-101.804901
19450.195313	-102.089218
19451.660156	-102.370399
19453.125000	-102.795830
19454.589844	-103.288681
19456.054688	-103.239128
19457.519531	-103.577545
19458.984375	-103.958549
19460.449219	-104.328751
19461.914063	-104.334244
19463.378906	-104.678436
19464.843750	-104.780579
19466.308594	-105.020325
19467.773438	-105.322830
19469.238281	-105.526649
19470.703125	-105.720131
19472.167969	-105.927994
19473.632813	-106.116570
19475.097656	-106.317963
19476.562500	-106.586868
19478.027344	-106.724541
19479.492188	-106.819267
19480.957031	-107.090080
19482.421875	-107.169174
19483.886719	-107.515724
19485.351563	-107.385979
19486.816406	-107.514137
19488.281250	-107.764725
19489.746094	-107.726990
19491.210938	-108.225189
19492.675781	-108.396164
19494.140625	-108.294151
19495.605469	-108.405251
19497.070313	-108.630585
19498.535156	-108.612640
19500.000000	-109.042076
19501.464844	-109.122910
19502.929688	-109.033752
19504.394531	-109.407326
19505.859375	-109.382278
19507.324219	-109.490440
19508.789063	-109.521408
19510.253906	-109.667809
19511.718750	-109.888313
19513.183594	-109.806206
19514.648438	-109.992958
19516.113281	-110.120117
19517.578125	-110.135117
19519.042969	-110.329384
19520.507813	-110.428818
19521.972656	-110.431595
19523.437500	-110.449188
19524.902344	-110.494781
19526.367188	-110.730659
19527.832031	-110.806610
19529.296875	-110.938095
19530.761719	-111.033867
19532.226563	-111.055748
19533.691406	-111.004868
19535.156250	-111.157166
19536.621094	-111.213799
19538.085938	-111.379745
19539.550781	-111.610725
19541.015625	-111.418579
19542.480469	-111.697258
19543.945313	-111.247650
19545.410156	-111.547310
19546.875000	-111.829163
19548.339844	-111.870377
19549.804688	-111.685272
19551.269531	-111.950676
19552.734375	-111.849815
19554.199219	-111.911079
19555.664063	-112.290939
19557.128906	-111.971199
19558.593750	-112.335320
19560.058594	-112.212387
19561.523438	-112.317650
19562.988281	-112.283409
19564.453125	-112.517197
19565.917969	-112.468910
19567.382813	-112.458145
19568.847656	-112.774765
19570.312500	-112.463394
19571.777344	-112.568970
19573.242188	-112.475754
19574.707031	-112.611504
19576.171875	-112.790497
19577.636719	-113.030609
19579.101563	-112.777420
19580.566406	-113.226364
19582.031250	-112.893105
19583.496094	-113.188019
19584.960938	-112.699799
19586.425781	-112.682579
19587.890625	-113.170074
19589.355469	-112.937912
19590.820313	-113.049950
19592.285156	-113.188103
19593.750000	-113.315834
19595.214844	-113.190506
19596.679688	-113.353249
19598.144531	-113.228989
19599.609375	-113.643341
19601.074219	-113.938797
19602.539063	-113.439095
19604.003906	-113.641068
19605.468750	-113.417145
19606.933594	-113.832710
19608.398438	-113.491394
19609.863281	-113.573860
19611.328125	-113.766457
19612.792969	-113.840462
19614.257813	-113.879051
19615.722656	-113.883255
19617.187500	-113.607430
19618.652344	-114.020638
19620.117188	-113.719383
19621.582031	-113.858871
19623.046875	-114.098320
19624.511719	-114.372955
19625.976563	-113.713127
19627.441406	-113.768570
19628.906250	-113.956856
19630.371094	-114.127167
19631.835938	-113.894043
19633.300781	-113.979019
19634.765625	-114.044128
19636.230469	-113.763474
19637.695313	-114.126648
19639.160156	-114.203323
19640.625000	-114.064438
19642.089844	-114.217651
19643.554688	-114.119301
19645.019531	-114.118240
19646.484375	-114.184143
19647.949219	-114.568802
19649.414063	-114.130096
19650.878906	-114.099716
19652.343750	-114.360313
19653.808594	-114.294533
19655.273438	-114.527824
19656.738281	-114.477898
19658.203125	-114.602318
19659.667969	-114.177307
19661.132813	-114.359962
19662.597656	-114.381271
19664.062500	-114.474617
19665.527344	-114.658928
19666.992188	-114.770676
19668.457031	-114.343513
19669.921875	-114.495430
19671.386719	-114.544563
19672.851563	-114.856941
19674.316406	-114.700447
19675.781250	-114.698929
19677.246094	-114.466133
19678.710938	-114.751617
19680.175781	-114.545021
19681.640625	-115.421127
19683.105469	-114.948639
19684.570313	-115.082626
19686.035156	-114.942024
19687.500000	-114.539810
19688.964844	-114.880379
19690.429688	-114.574890
19691.894531	-115.101036
19693.359375	-114.532791
19694.824219	-115.000938
19696.289063	-114.679169
19697.753906	-114.860367
19699.218750	-114.634476
19700.683594	-115.058495
19702.148438	-115.147926
19703.613281	-114.718430
19705.078125	-115.106613
19706.542969	-114.920906
19708.007813	-115.314995
19709.472656	-114.833458
19710.937500	-114.938324
19712.402344	-115.078560
19713.867188	-115.483421
19715.332031	-115.161636
19716.796875	-115.264214
19718.261719	-114.858330
19719.726563	-115.034340
19721.191406	-115.514008
19722.656250	-114.793419
19724.121094	-114.814529
19725.585938	-114.899940
19727.050781	-115.209702
19728.515625	-114.801727
19729.980469	-114.989655
19731.445313	-114.839111
19732.910156	-115.055527
19734.375000	-115.166359
19735.839844	-115.462784
19737.304688	-114.820549
19738.769531	-115.146820
19740.234375	-115.312347
19741.699219	-115.239624
19743.164063	-115.419319
19744.628906	-115.194847
19746.093750	-114.882515
19747.558594	-114.603745
19749.023438	-115.373352
19750.488281	-114.723976
19751.953125	-114.919518
19753.417969	-115.142715
19754.882813	-115.293083
19756.347656	-114.877495
19757.812500	-115.523232
19759.277344	-115.485634
19760.742188	-115.377411
19762.207031	-115.796715
19763.671875	-115.406044
19765.136719	-115.303825
19766.601563	-115.038071
19768.066406	-115.585617
19769.531250	-114.921921
19770.996094	-115.131599
19772.460938	-115.476219
19773.925781	-114.911499
19775.390625	-115.229073
19776.855469	-115.313118
19778.320313	-115.254051
19779.785156	-115.409409
19781.250000	-115.544441
19782.714844	-115.075676
19784.179688	-114.885315
19785.644531	-115.414627
19787.109375	-115.400528
19788.574219	-115.423119
19790.039063	-115.202728
19791.503906	-115.357803
19792.968750	-115.356636
19794.433594	-115.337280
19795.898438	-115.514648
19797.363281	-115.437683
19798.828125	-115.367653
19800.292969	-115.469048
19801.757813	-115.557861
19803.222656	-115.555321
19804.687500	-115.220268
19806.152344	-115.516129
19807.617188	-115.605835
19809.082031	-115.910873
19810.546875	-115.584839
19812.011719	-115.456604
19813.476563	-115.615524
19814.941406	-115.547844
19816.406250	-115.635323
19817.871094	-114.916542
19819.335938	-115.406837
19820.800781	-115.357033
19822.265625	-116.014748
19823.730469	-115.619301
19825.195313	-115.339439
19826.660156	-115.432983
19828.125000	-115.382835
19829.589844	-115.441849
19831.054688	-115.709137
19832.519531	-115.180222
19833.984375	-115.804512
19835.449219	-115.657867
19836.914063	-115.344078
19838.378906	-115.227867
19839.843750	-115.401909
19841.308594	-114.877800
19842.773438	-115.713051
19844.238281	-115.052170
19845.703125	-116.161888
19847.167969	-115.528389
19848.632813	-115.289070
19850.097656	-115.266762
19851.562500	-115.189926
19853.027344	-115.155472
19854.492188	-115.437469
19855.957031	-115.151207
19857.421875	-115.466957
19858.886719	-115.055946
19860.351563	-115.382866
19861.816406	-115.100624
19863.281250	-115.822754
19864.746094	-115.928566
19866.210938	-115.529243
19867.675781	-115.274948
19869.140625	-115.719788
19870.605469	-115.521385
19872.070313	-115.886147
19873.535156	-114.883888
19875.000000	-115.489052
19876.464844	-115.685982
19877.929688	-115.655792
19879.394531	-115.488022
19880.859375	-115.389542
19882.324219	-115.587723
19883.789063	-115.981544
19885.253906	-115.601440
19886.718750	-115.664986
19888.183594	-115.638199
19889.648438	-115.538094
19891.113281	-115.676292
19892.578125	-115.641426
19894.042969	-114.935966
19895.507813	-115.545868
19896.972656	-115.286613
19898.437500	-115.374870
19899.902344	-115.696365
19901.367188	-115.661087
19902.832031	-115.196999
19904.296875	-115.459396
19905.761719	-115.627205
19907.226563	-115.500298
19908.691406	-115.024094
19910.156250	-115.486038
19911.621094	-115.539772
19913.085938	-115.624229
19914.550781	-115.661530
19916.015625	-115.303925
19917.480469	-115.183403
19918.945313	-115.344101
19920.410156	-115.699883
19921.875000	-115.391457
19923.339844	-114.943626
19924.804688	-115.887917
19926.269531	-115.651955
19927.734375	-115.237679
19929.199219	-114.884033
19930.664063	-115.877266
19932.128906	-115.623100
19933.593750	-115.813744
19935.058594	-115.455376
19936.523438	-115.396629
19937.988281	-115.413780
19939.453125	-115.427002
19940.917969	-115.526497
19942.382813	-115.042084
19943.847656	-115.258018
19945.312500	-115.432281
19946.777344	-115.098778
19948.242188	-115.722260
19949.707031	-115.494598
19951.171875	-114.941063
19952.636719	-115.698212
19954.101563	-115.556427
19955.566406	-115.173454
19957.031250	-116.067818
19958.496094	-115.228119
19959.960938	-115.757507
19961.425781	-114.956200
19962.890625	-115.516075
19964.355469	-115.233124
19965.820313	-115.611671
19967.285156	-114.879158
19968.750000	-115.542763
19970.214844	-115.464119
19971.679688	-115.556168
19973.144531	-115.489449
19974.609375	-115.368980
19976.074219	-115.589172
19977.539063	-115.737602
19979.003906	-115.966583
19980.468750	-115.290527
19981.933594	-114.915817
19983.398438	-115.409485
19984.863281	-115.221359
19986.328125	-115.245056
19987.792969	-115.545166
19989.257813	-115.548401
19990.722656	-115.757942
19992.187500	-115.152824
19993.652344	-115.389099
19995.117188	-115.417114
19996.582031	-115.550453
19998.046875	-114.967781
19999.511719	-115.181129
20000.976563	-115.602821
20002.441406	-115.099869
20003.906250	-115.166595
20005.371094	-115.088882
20006.835938	-115.281769
20008.300781	-115.496475
20009.765625	-115.006783
20011.230469	-115.150970
20012.695313	-115.039215
20014.160156	-114.958153
20015.625000	-115.281494
20017.089844	-115.830315
20018.554688	-114.941315
20020.019531	-115.481216
20021.484375	-115.371414
20022.949219	-115.833488
20024.414063	-115.189812
20025.878906	-115.079025
20027.343750	-115.116325
20028.808594	-114.707451
20030.273438	-115.121803
20031.738281	-115.693222
20033.203125	-115.326134
20034.667969	-115.324402
20036.132813	-115.481766
20037.597656	-115.413887
20039.062500	-114.907585
20040.527344	-115.380241
20041.992188	-115.464981
20043.457031	-115.364868
20044.921875	-114.740311
20046.386719	-114.662956
20047.851563	-115.135948
20049.316406	-114.697044
20050.781250	-115.113785
20052.246094	-115.160088
20053.710938	-115.186226
20055.175781	-115.645546
20056.640625	-114.812965
20058.105469	-114.983307
20059.570313	-115.154297
20061.035156	-115.347351
20062.500000	-114.691635
20063.964844	-115.017784
20065.429688	-114.674858
20066.894531	-115.116188
20068.359375	-114.861710
20069.824219	-114.668396
20071.289063	-115.086937
20072.753906	-114.846268
20074.218750	-115.025009
20075.683594	-114.527206
20077.148438	-115.409035
20078.613281	-115.063660
20080.078125	-114.941910
20081.542969	-114.971283
20083.007813	-114.722733
20084.472656	-115.141983
20085.937500	-114.952072
20087.402344	-114.903030
20088.867188	-114.877892
20090.332031	-114.664452
20091.796875	-114.694336
20093.261719	-114.379852
20094.726563	-114.415558
20096.191406	-115.017960
20097.656250	-114.713890
20099.121094	-114.837990
20100.585938	-114.925362
20102.050781	-114.863899
20103.515625	-114.416908
20104.980469	-114.624611
20106.445313	-114.465477
20107.910156	-114.584908
20109.375000	-114.480568
20110.839844	-114.698959
20112.304688	-114.607063
20113.769531	-114.853409
20115.234375	-114.525078
20116.699219	-114.465942
20118.164063	-114.639160
20119.628906	-114.410080
20121.093750	-114.716202
20122.558594	-114.656860
20124.023438	-114.615326
20125.488281	-114.909142
20126.953125	-114.458092
20128.417969	-114.714081
20129.882813	-114.816429
20131.347656	-114.141739
20132.812500	-114.479408
20134.277344	-113.955406
20135.742188	-114.048203
20137.207031	-114.265205
20138.671875	-114.514900
20140.136719	-114.127083
20141.601563	-114.323051
20143.066406	-114.411751
20144.531250	-114.088669
20145.996094	-114.278137
20147.460938	-114.315903
20148.925781	-113.925377
20150.390625	-114.525696
20151.855469	-114.685272
20153.320313	-114.292206
20154.785156	-114.101837
20156.250000	-114.307358
20157.714844	-114.312782
20159.179688	-114.161850
20160.644531	-114.377777
20162.109375	-114.040405
20163.574219	-113.992767
20165.039063	-114.140671
20166.503906	-114.239868
20167.968750	-114.363274
20169.433594	-113.993546
20170.898438	-114.506836
20172.363281	-114.321037
20173.828125	-114.182251
20175.292969	-114.093735
20176.757813	-113.581520
20178.222656	-114.151680
20179.687500	-114.175446
20181.152344	-114.006088
20182.617188	-113.662498
20184.082031	-113.650963
20185.546875	-113.671234
20187.011719	-114.030815
20188.476563	-113.710098
20189.941406	-113.707314
20191.406250	-113.529099
20192.871094	-113.676537
20194.335938	-113.395798
20195.800781	-113.922676
20197.265625	-113.775291
20198.730469	-113.573006
20200.195313	-113.873146
20201.660156	-114.175400
20203.125000	-113.529114
20204.589844	-113.607613
20206.054688	-113.446030
20207.519531	-113.657127
20208.984375	-113.461823
20210.449219	-113.502449
20211.914063	-113.546326
20213.378906	-113.383423
20214.843750	-113.265327
20216.308594	-113.197243
20217.773438	-113.034439
20219.238281	-113.193214
20220.703125	-112.815300
20222.167969	-113.575607
20223.632813	-113.251251
20225.097656	-113.331055
20226.562500	-113.090294
20228.027344	-112.986794
20229.492188	-112.820244
20230.957031	-112.959976
20232.421875	-112.921524
20233.886719	-113.391891
20235.351563	-113.241638
20236.816406	-112.830849
20238.281250	-112.935760
20239.746094	-113.124702
20241.210938	-112.918404
20242.675781	-113.249710
20244.140625	-112.619743
20245.605469	-112.593666
20247.070313	-113.606949
20248.535156	-112.881393
20250.000000	-112.698654
20251.464844	-112.680542
20252.929688	-112.589333
20254.394531	-112.684929
20255.859375	-112.891441
20257.324219	-112.322273
20258.789063	-112.501068
20260.253906	-112.485390
20261.718750	-112.520401
20263.183594	-112.267418
20264.648438	-112.439461
20266.113281	-112.251625
20267.578125	-112.481194
20269.042969	-112.010399
20270.507813	-112.204376
20271.972656	-112.371552
20273.437500	-112.036095
20274.902344	-111.807381
20276.367188	-112.011993
20277.832031	-112.158722
20279.296875	-111.642601
20280.761719	-112.036438
20282.226563	-111.962967
20283.691406	-111.639061
20285.156250	-111.828270
20286.621094	-111.653114
20288.085938	-111.723732
20289.550781	-111.652153
20291.015625	-111.603149
20292.480469	-111.568214
20293.945313	-111.713928
20295.410156	-111.254211
20296.875000	-111.462395
20298.339844	-111.298271
20299.804688	-111.183167
20301.269531	-110.975746
20302.734375	-110.883492
20304.199219	-110.761688
20305.664063	-110.849045
20307.128906	-110.691544
20308.593750	-110.636887
20310.058594	-110.591911
20311.523438	-110.383141
20312.988281	-110.812683
20314.453125	-110.639816
20315.917969	-110.575996
20317.382813	-110.314949
20318.847656	-110.520821
20320.312500	-110.267647
20321.777344	-109.947197
20323.242188	-109.648232
20324.707031	-110.009354
20326.171875	-109.742287
20327.636719	-109.870285
20329.101563	-109.513168
20330.566406	-109.584587
20332.031250	-109.407074
20333.496094	-109.534401
20334.960938	-109.153618
20336.425781	-109.261383
20337.890625	-109.028038
20339.355469	-109.074944
20340.820313	-109.316956
20342.285156	-109.010269
20343.750000	-108.969719
20345.214844	-108.606323
20346.679688	-108.357269
20348.144531	-108.523125
20349.609375	-108.199631
20351.074219	-108.267715
20352.539063	-108.256966
20354.003906	-107.838936
20355.468750	-108.184044
20356.933594	-107.507187
20358.398438	-107.367188
20359.863281	-107.591591
20361.328125	-107.208992
20362.792969	-107.306023
20364.257813	-107.424126
20365.722656	-106.747856
20367.187500	-106.737007
20368.652344	-106.683678
20370.117188	-106.643860
20371.582031	-106.064690
20373.046875	-106.023445
20374.511719	-105.829292
20375.976563	-105.402168
20377.441406	-105.554016
20378.906250	-105.306969
20380.371094	-105.181755
20381.835938	-104.979439
20383.300781	-104.768608
20384.765625	-104.651451
20386.230469	-104.220421
20387.695313	-103.994911
20389.160156	-103.772697
20390.625000	-103.402786
20392.089844	-103.366203
20393.554688	-102.983147
20395.019531	-102.642609
20396.484375	-102.360832
20397.949219	-102.082764
20399.414063	-101.730415
20400.878906	-101.465370
20402.343750	-101.040947
20403.808594	-100.760506
20405.273438	-100.362724
20406.738281	-99.901184
20408.203125	-99.394653
20409.667969	-99.003052
20411.132813	-98.517441
20412.597656	-97.971153
20414.062500	-97.326973
20415.527344	-96.797668
20416.992188	-96.162674
20418.457031	-95.344032
20419.921875	-94.483162
20421.386719	-93.752686
20422.851563	-92.694214
20424.316406	-91.677567
20425.781250	-90.360229
20427.246094	-88.901756
20428.710938	-87.094414
20430.175781	-84.778053
20431.640625	-81.658524
20433.105469	-76.634644
20434.570313	-63.682377
20436.035156	-71.453987
20437.500000	-79.117035
20438.964844	-83.054695
20440.429688	-85.777641
20441.894531	-87.845886
20443.359375	-89.441902
20444.824219	-90.950912
20446.289063	-92.078255
20447.753906	-93.180222
20449.218750	-94.056870
20450.683594	-94.936218
20452.148438	-95.644264
20453.613281	-96.378822
20455.078125	-97.018906
20456.542969	-97.581474
20458.007813	-98.061577
20459.472656	-98.636818
20460.937500	-99.108650
20462.402344	-99.506744
20463.867188	-100.000404
20465.332031	-100.265198
20466.796875	-100.514381
20468.261719	-101.009209
20469.726563	-101.240173
20471.191406	-101.645935
20472.656250	-101.898575
20474.121094	-102.221718
20475.585938	-102.363708
20477.050781	-102.755920
20478.515625	-102.942924
20479.980469	-103.094536
20481.445313	-103.391273
20482.910156	-103.455376
20484.375000	-103.810242
20485.839844	-103.761810
20487.304688	-104.034157
20488.769531	-104.092010
20490.234375	-104.284653
20491.699219	-104.256241
20493.164063	-104.265205
20494.628906	-104.423920
20496.093750	-104.528435
20497.558594	-104.719803
20499.023438	-104.620758
20500.488281	-104.762856
20501.953125	-104.749687
20503.417969	-104.689842
20504.882813	-104.872948
20506.347656	-104.756996
20507.812500	-104.777283
20509.277344	-104.946465
20510.742188	-104.903946
20512.207031	-104.824295
20513.671875	-104.866158
20515.136719	-104.818413
20516.601563	-104.740135
20518.066406	-104.688255
20519.531250	-104.456573
20520.996094	-104.508156
20522.460938	-104.275040
20523.925781	-104.137062
20525.390625	-104.066544
20526.855469	-104.071365
20528.320313	-103.753342
20529.785156	-103.777687
20531.250000	-103.538940
20532.714844	-103.368744
20534.179688	-103.159744
20535.644531	-103.006050
20537.109375	-102.824890
20538.574219	-102.654305
20540.039063	-102.374397
20541.503906	-102.203079
20542.968750	-101.880287
20544.433594	-101.576523
20545.898438	-101.307320
20547.363281	-101.051018
20548.828125	-100.670532
20550.292969	-100.328735
20551.757813	-100.093155
20553.222656	-99.702126
20554.687500	-99.249634
20556.152344	-98.989288
20557.617188	-98.332146
20559.082031	-97.919601
20560.546875	-97.315376
20562.011719	-96.838310
20563.476563	-96.148911
20564.941406	-95.537094
20566.406250	-94.821762
20567.871094	-94.118896
20569.335938	-93.125954
20570.800781	-92.244110
20572.265625	-91.072678
20573.730469	-89.899933
20575.195313	-88.293015
20576.660156	-86.566055
20578.125000	-84.221146
20579.589844	-81.171425
20581.054688	-76.222794
20582.519531	-63.972591
20583.984375	-70.465408
20585.449219	-78.377808
20586.914063	-82.380737
20588.378906	-85.208519
20589.843750	-87.196098
20591.308594	-88.933586
20592.773438	-90.285706
20594.238281	-91.522827
20595.703125	-92.573456
20597.167969	-93.602631
20598.632813	-94.300713
20600.097656	-95.151978
20601.562500	-95.789124
20603.027344	-96.516113
20604.492188	-97.011551
20605.957031	-97.679070
20607.421875	-98.060921
20608.886719	-98.651794
20610.351563	-99.018715
20611.816406	-99.473450
20613.281250	-99.874573
20614.746094	-100.313095
20616.210938	-100.664963
20617.675781	-101.033806
20619.140625	-101.373726
20620.605469	-101.686073
20622.070313	-102.026367
20623.535156	-102.376167
20625.000000	-102.567123
20626.464844	-102.952660
20627.929688	-103.050140
20629.394531	-103.185951
20630.859375	-103.667862
20632.324219	-103.963829
20633.789063	-104.175377
20635.253906	-104.588799
20636.718750	-104.467636
20638.183594	-104.907455
20639.648438	-104.784988
20641.113281	-105.134315
20642.578125	-105.266350
20644.042969	-105.402779
20645.507813	-105.669800
20646.972656	-106.119415
20648.437500	-105.919479
20649.902344	-106.171196
20651.367188	-106.194138
20652.832031	-106.396759
20654.296875	-106.499329
20655.761719	-106.849602
20657.226563	-106.778053
20658.691406	-107.038750
20660.156250	-107.244751
20661.621094	-107.476448
20663.085938	-107.101013
20664.550781	-107.383194
20666.015625	-107.525322
20667.480469	-108.033218
20668.945313	-107.745018
20670.410156	-108.088440
20671.875000	-107.725410
20673.339844	-107.997673
20674.804688	-108.280823
20676.269531	-108.311874
20677.734375	-108.440323
20679.199219	-108.551094
20680.664063	-108.626801
20682.128906	-108.874138
20683.593750	-108.703476
20685.058594	-108.749435
20686.523438	-108.894043
20687.988281	-108.989334
20689.453125	-108.910393
20690.917969	-109.337372
20692.382813	-109.153549
20693.847656	-109.493690
20695.312500	-109.340454
20696.777344	-109.625740
20698.242188	-109.361389
20699.707031	-109.366188
20701.171875	-109.539154
20702.636719	-109.822914
20704.101563	-109.694901
20705.566406	-109.988449
20707.031250	-109.919319
20708.496094	-109.945221
20709.960938	-110.031479
20711.425781	-110.042892
20712.890625	-109.922791
20714.355469	-110.187775
20715.820313	-110.145851
20717.285156	-110.244522
20718.750000	-110.328964
20720.214844	-110.450546
20721.679688	-109.969421
20723.144531	-110.121819
20724.609375	-110.888702
20726.074219	-110.547066
20727.539063	-110.708138
20729.003906	-110.911102
20730.468750	-110.777802
20731.933594	-111.045090
20733.398438	-110.751503
20734.863281	-110.815109
20736.328125	-110.765045
20737.792969	-110.412430
20739.257813	-111.214790
20740.722656	-111.000732
20742.187500	-111.214485
20743.652344	-110.736771
20745.117188	-111.143600
20746.582031	-111.190147
20748.046875	-111.127609
20749.511719	-111.078522
20750.976563	-111.267830
20752.441406	-110.999535
20753.906250	-111.516380
20755.371094	-111.088593
20756.835938	-111.570305
20758.300781	-111.639053
20759.765625	-111.397980
20761.230469	-111.021988
20762.695313	-111.268288
20764.160156	-111.124176
20765.625000	-111.568687
20767.089844	-111.664818
20768.554688	-111.396561
20770.019531	-111.204643
20771.484375	-111.685120
20772.949219	-111.791695
20774.414063	-111.599571
20775.878906	-111.623215
20777.343750	-111.608902
20778.808594	-111.523018
20780.273438	-111.811981
20781.738281	-111.705223
20783.203125	-111.796486
20784.667969	-111.888802
20786.132813	-111.765198
20787.597656	-111.867851
20789.062500	-111.708588
20790.527344	-111.764168
20791.992188	-111.748650
20793.457031	-111.683617
20794.921875	-112.022720
20796.386719	-111.812775
20797.851563	-111.819328
20799.316406	-111.797096
20800.781250	-111.817917
20802.246094	-112.055870
20803.710938	-111.437317
20805.175781	-111.569519
20806.640625	-111.930176
20808.105469	-111.793068
20809.570313	-111.761436
20811.035156	-112.199661
20812.500000	-111.641876
20813.964844	-111.929649
20815.429688	-111.757408
20816.894531	-111.737022
20818.359375	-111.966721
20819.824219	-111.764458
20821.289063	-111.548607
20822.753906	-111.576469
20824.218750	-111.655907
20825.683594	-111.622673
20827.148438	-111.604073
20828.613281	-111.689468
20830.078125	-111.717354
20831.542969	-111.573868
20833.007813	-111.887383
20834.472656	-111.784637
20835.937500	-111.810249
20837.402344	-112.020653
20838.867188	-111.932831
20840.332031	-111.820892
20841.796875	-111.589516
20843.261719	-111.243385
20844.726563	-112.033340
20846.191406	-111.669304
20847.656250	-112.162910
20849.121094	-111.859612
20850.585938	-111.725204
20852.050781	-111.561005
20853.515625	-112.248337
20854.980469	-112.096169
20856.445313	-111.792404
20857.910156	-112.233711
20859.375000	-111.342560
20860.839844	-111.855850
20862.304688	-111.825951
20863.769531	-112.053131
20865.234375	-111.571236
20866.699219	-111.426994
20868.164063	-111.474037
20869.628906	-111.326485
20871.093750	-111.697159
20872.558594	-111.966499
20874.023438	-111.732773
20875.488281	-111.764755
20876.953125	-111.497101
20878.417969	-111.137756
20879.882813	-111.683929
20881.347656	-111.591141
20882.812500	-111.046005
20884.277344	-111.220711
20885.742188	-111.393951
20887.207031	-111.448265
20888.671875	-111.566826
20890.136719	-111.570435
20891.601563	-111.387184
20893.066406	-111.329422
20894.531250	-111.452698
20895.996094	-111.230240
20897.460938	-111.138000
20898.925781	-111.172691
20900.390625	-111.050713
20901.855469	-110.845566
20903.320313	-111.168175
20904.785156	-111.055458
20906.250000	-110.990913
20907.714844	-111.101974
20909.179688	-111.070930
20910.644531	-110.888466
20912.109375	-111.257164
20913.574219	-111.273773
20915.039063	-110.461479
20916.503906	-110.617645
20917.968750	-110.929962
20919.433594	-110.954277
20920.898438	-110.850784
20922.363281	-110.898468
20923.828125	-110.535805
20925.292969	-110.481049
20926.757813	-110.712914
20928.222656	-110.417969
20929.687500	-110.499954
20931.152344	-110.678368
20932.617188	-110.101166
20934.082031	-110.091476
20935.546875	-110.651321
20937.011719	-110.357971
20938.476563	-110.490891
20939.941406	-110.106026
20941.406250	-110.192268
20942.871094	-109.850731
20944.335938	-110.108871
20945.800781	-110.035263
20947.265625	-109.825706
20948.730469	-109.885963
20950.195313	-109.652328
20951.660156	-109.726974
20953.125000	-109.883095
20954.589844	-109.606697
20956.054688	-109.530106
20957.519531	-109.595535
20958.984375	-109.537605
20960.449219	-109.314735
20961.914063	-109.738762
20963.378906	-109.361893
20964.843750	-109.293396
20966.308594	-109.151306
20967.773438	-109.295357
20969.238281	-109.208092
20970.703125	-108.896706
20972.167969	-108.931511
20973.632813	-108.758812
20975.097656	-108.775475
20976.562500	-108.733513
20978.027344	-108.407715
20979.492188	-108.859322
20980.957031	-108.693382
20982.421875	-108.267204
20983.886719	-108.185722
20985.351563	-108.336128
20986.816406	-107.986221
20988.281250	-108.190697
20989.746094	-108.062714
20991.210938	-107.852486
20992.675781	-107.794632
20994.140625	-107.611053
20995.605469	-107.507164
20997.070313	-107.490356
20998.535156	-107.556129
21000.000000	-107.214714
21001.464844	-107.067177
21002.929688	-107.119629
21004.394531	-107.069168
21005.859375	-106.798767
21007.324219	-106.879494
21008.789063	-106.469460
21010.253906	-106.465576
21011.718750	-106.231728
21013.183594	-106.182152
21014.648438	-105.896172
21016.113281	-105.856956
21017.578125	-105.787003
21019.042969	-105.497551
21020.507813	-105.648361
21021.972656	-105.379974
21023.437500	-105.227615
21024.902344	-105.218056
21026.367188	-104.732063
21027.832031	-104.755936
21029.296875	-104.410851
21030.761719	-104.342804
21032.226563	-104.053352
21033.691406	-103.932831
21035.156250	-103.702271
21036.621094	-103.515182
21038.085938	-103.416824
21039.550781	-103.234192
21041.015625	-102.763626
21042.480469	-102.591377
21043.945313	-102.531281
21045.410156	-102.217384
21046.875000	-101.996315
21048.339844	-101.686775
21049.804688	-101.485794
21051.269531	-101.209473
21052.734375	-100.779320
21054.199219	-100.500145
21055.664063	-100.206085
21057.128906	-99.876823
21058.593750	-99.522415
21060.058594	-99.098206
21061.523438	-98.887115
21062.988281	-98.411934
21064.453125	-98.023819
21065.917969	-97.562576
21067.382813	-97.117874
21068.847656	-96.599113
21070.312500	-96.056061
21071.777344	-95.482872
21073.242188	-94.894379
21074.707031	-94.205070
21076.171875	-93.522919
21077.636719	-92.692482
21079.101563	-91.902107
21080.566406	-90.893036
21082.031250	-89.860870
21083.496094	-88.574333
21084.960938	-87.182762
21086.425781	-85.399719
21087.890625	-83.255280
21089.355469	-80.303886
21090.820313	-75.831894
21092.285156	-66.108032
21093.750000	-66.642540
21095.214844	-76.011169
21096.679688	-80.403496
21098.144531	-83.297508
21099.609375	-85.509995
21101.074219	-87.214729
21102.539063	-88.705490
21104.003906	-89.903534
21105.468750	-91.040619
21106.933594	-91.983383
21108.398438	-92.837654
21109.863281	-93.620628
21111.328125	-94.321648
21112.792969	-94.945496
21114.257813	-95.648338
21115.722656	-96.183434
21117.187500	-96.733727
21118.652344	-97.241554
21120.117188	-97.648514
21121.582031	-98.081924
21123.046875	-98.544067
21124.511719	-98.865692
21125.976563	-99.477676
21127.441406	-99.738785
21128.906250	-100.028473
21130.371094	-100.300575
21131.835938	-100.830811
21133.300781	-101.021027
21134.765625	-101.337250
21136.230469	-101.609352
