Frequency (Hz)	Level (dB)
4410.644531	-136.613037
4412.109375	-136.612564
4413.574219	-136.612030
4415.039063	-136.611557
4416.503906	-136.611008
4417.968750	-136.610443
4419.433594	-136.609894
4420.898438	-136.609283
4422.363281	-136.608749
4423.828125	-136.608200
4425.292969	-136.607651
4426.757813	-136.606949
4428.222656	-136.606308
4429.687500	-136.605713
4431.152344	-136.605042
4432.617188	-136.604462
4434.082031	-136.603745
4435.546875	-136.603149
4437.011719	-136.602493
4438.476563	-136.601685
4439.941406	-136.601044
4441.406250	-136.600372
4442.871094	-136.599686
4444.335938	-136.599030
4445.800781	-136.598282
4447.265625	-136.597626
4448.730469	-136.596924
4450.195313	-136.596237
4451.660156	-136.595535
4453.125000	-136.594864
4454.589844	-136.594162
4456.054688	-136.593491
4457.519531	-136.592819
4458.984375	-136.592148
4460.449219	-136.591492
4461.914063	-136.590820
4463.378906	-136.590225
4464.843750	-136.589508
4466.308594	-136.588959
4467.773438	-136.588257
4469.238281	-136.587723
4470.703125	-136.587112
4472.167969	-136.586517
4473.632813	-136.585953
4475.097656	-136.585358
4476.562500	-136.584885
4478.027344	-136.584335
4479.492188	-136.583817
4480.957031	-136.583298
4482.421875	-136.582855
4483.886719	-136.582382
4485.351563	-136.581894
4486.816406	-136.581512
4488.281250	-136.581116
4489.746094	-136.580673
4491.210938	-136.580276
4492.675781	-136.579880
4494.140625	-136.579498
4495.605469	-136.579208
4497.070313	-136.578842
4498.535156	-136.578537
4500.000000	-136.578186
4501.464844	-136.577805
4502.929688	-136.577682
4504.394531	-136.577377
4505.859375	-136.577118
4507.324219	-136.576859
4508.789063	-136.576614
4510.253906	-136.576401
4511.718750	-136.576141
4513.183594	-136.575897
4514.648438	-136.575699
4516.113281	-136.575546
4517.578125	-136.575363
4519.042969	-136.575150
4520.507813	-136.574997
4521.972656	-136.574783
4523.437500	-136.574677
4524.902344	-136.574417
4526.367188	-136.574265
4527.832031	-136.574097
4529.296875	-136.573944
4530.761719	-136.573792
4532.226563	-136.573685
4533.691406	-136.573517
4535.156250	-136.573334
4536.621094	-136.573166
4538.085938	-136.573029
4539.550781	-136.572937
4541.015625	-136.572723
4542.480469	-136.572571
4543.945313	-136.572464
4545.410156	-136.572281
4546.875000	-136.572159
4548.339844	-136.572021
4549.804688	-136.571838
4551.269531	-136.571686
4552.734375	-136.571564
4554.199219	-136.571411
4555.664063	-136.571335
4557.128906	-136.571167
4558.593750	-136.570969
4560.058594	-136.570877
4561.523438	-136.570724
4562.988281	-136.570557
4564.453125	-136.570435
4565.917969	-136.570297
4567.382813	-136.570175
4568.847656	-136.570114
4570.312500	-136.569916
4571.777344	-136.569855
4573.242188	-136.569702
4574.707031	-136.569550
4576.171875	-136.569473
4577.636719	-136.569366
4579.101563	-136.569275
4580.566406	-136.569168
4582.031250	-136.569077
4583.496094	-136.568909
4584.960938	-136.568848
4586.425781	-136.568588
4587.890625	-136.568680
4589.355469	-136.568573
4590.820313	-136.568481
4592.285156	-136.568390
4593.750000	-136.568314
4595.214844	-136.568176
4596.679688	-136.568146
4598.144531	-136.568054
4599.609375	-136.567947
4601.074219	-136.567856
4602.539063	-136.567734
4604.003906	-136.567642
4605.468750	-136.567535
4606.933594	-136.567429
4608.398438	-136.567398
4609.863281	-136.567245
4611.328125	-136.567078
4612.792969	-136.566925
4614.257813	-136.566849
4615.722656	-136.566681
4617.187500	-136.566544
4618.652344	-136.566360
4620.117188	-136.566208
4621.582031	-136.566025
4623.046875	-136.565811
4624.511719	-136.565628
4625.976563	-136.565491
4627.441406	-136.565186
4628.906250	-136.564972
4630.371094	-136.564682
4631.835938	-136.564407
4633.300781	-136.564117
4634.765625	-136.563797
4636.230469	-136.563431
4637.695313	-136.563171
4639.160156	-136.562820
4640.625000	-136.562469
4642.089844	-136.562027
4643.554688	-136.561768
4645.019531	-136.561234
4646.484375	-136.560867
4647.949219	-136.560410
4649.414063	-136.559937
4650.878906	-136.559464
4652.343750	-136.559067
4653.808594	-136.558533
4655.273438	-136.558029
4656.738281	-136.557449
4658.203125	-136.556946
4659.667969	-136.556335
4661.132813	-136.555832
4662.597656	-136.555267
4664.062500	-136.554657
4665.527344	-136.554031
4666.992188	-136.553436
4668.457031	-136.553009
4669.921875	-136.552246
4671.386719	-136.551712
4672.851563	-136.551041
4674.316406	-136.550339
4675.781250	-136.549789
4677.246094	-136.549149
4678.710938	-136.548508
4680.175781	-136.547867
4681.640625	-136.547226
4683.105469	-136.546600
4684.570313	-136.545975
4686.035156	-136.545319
4687.500000	-136.544678
4688.964844	-136.544052
4690.429688	-136.543427
4691.894531	-136.542877
4693.359375	-136.542114
4694.824219	-136.541626
4696.289063	-136.541000
4697.753906	-136.540359
4699.218750	-136.539795
4700.683594	-136.539185
4702.148438	-136.538635
4703.613281	-136.538086
4705.078125	-136.537537
4706.542969	-136.537018
4708.007813	-136.536469
4709.472656	-136.535919
4710.937500	-136.535355
4712.402344	-136.534897
4713.867188	-136.534393
4715.332031	-136.533859
4716.796875	-136.533463
4718.261719	-136.532883
4719.726563	-136.532486
4721.191406	-136.532120
4722.656250	-136.531540
4724.121094	-136.531097
4725.585938	-136.530716
4727.050781	-136.530167
4728.515625	-136.529770
4729.980469	-136.529419
4731.445313	-136.528992
4732.910156	-136.528534
4734.375000	-136.528168
4735.839844	-136.527756
4737.304688	-136.527512
4738.769531	-136.526962
4740.234375	-136.526611
4741.699219	-136.526245
4743.164063	-136.525757
4744.628906	-136.525436
4746.093750	-136.525040
4747.558594	-136.524658
4749.023438	-136.524277
4750.488281	-136.523880
4751.953125	-136.523499
4753.417969	-136.523132
4754.882813	-136.522751
4756.347656	-136.522400
4757.812500	-136.522003
4759.277344	-136.521591
4760.742188	-136.521164
4762.207031	-136.520844
4763.671875	-136.520370
4765.136719	-136.520004
4766.601563	-136.519638
4768.066406	-136.519241
4769.531250	-136.518814
4770.996094	-136.518448
4772.460938	-136.518036
4773.925781	-136.517578
4775.390625	-136.517273
4776.855469	-136.516861
4778.320313	-136.516434
4779.785156	-136.515991
4781.250000	-136.515610
4782.714844	-136.515213
4784.179688	-136.514862
4785.644531	-136.514328
4787.109375	-136.513901
4788.574219	-136.513580
4790.039063	-136.513184
4791.503906	-136.512787
4792.968750	-136.512405
4794.433594	-136.511993
4795.898438	-136.511597
4797.363281	-136.511154
4798.828125	-136.510788
4800.292969	-136.510422
4801.757813	-136.510040
4803.222656	-136.509598
4804.687500	-136.509293
4806.152344	-136.508865
4807.617188	-136.508499
4809.082031	-136.508133
4810.546875	-136.507828
4812.011719	-136.507431
4813.476563	-136.507034
4814.941406	-136.506790
4816.406250	-136.506393
4817.871094	-136.506058
4819.335938	-136.505722
4820.800781	-136.505341
4822.265625	-136.505005
4823.730469	-136.504715
4825.195313	-136.504333
4826.660156	-136.504044
4828.125000	-136.503662
4829.589844	-136.503342
4831.054688	-136.503082
4832.519531	-136.502686
4833.984375	-136.502396
4835.449219	-136.502014
4836.914063	-136.501709
4838.378906	-136.501404
4839.843750	-136.501068
4841.308594	-136.500748
4842.773438	-136.500412
4844.238281	-136.500137
4845.703125	-136.499710
4847.167969	-136.499435
4848.632813	-136.499023
4850.097656	-136.498764
4851.562500	-136.498352
4853.027344	-136.498016
4854.492188	-136.497696
4855.957031	-136.497375
4857.421875	-136.496979
4858.886719	-136.496643
4860.351563	-136.496307
4861.816406	-136.495956
4863.281250	-136.495636
4864.746094	-136.495163
4866.210938	-136.494858
4867.675781	-136.494415
4869.140625	-136.494049
4870.605469	-136.493652
4872.070313	-136.493286
4873.535156	-136.492935
4875.000000	-136.492538
4876.464844	-136.492050
4877.929688	-136.491730
4879.394531	-136.491287
4880.859375	-136.490952
4882.324219	-136.490509
4883.789063	-136.490112
4885.253906	-136.489685
4886.718750	-136.489243
4888.183594	-136.488907
4889.648438	-136.488495
4891.113281	-136.488113
4892.578125	-136.487732
4894.042969	-136.487289
4895.507813	-136.486832
4896.972656	-136.486435
4898.437500	-136.486008
4899.902344	-136.485657
4901.367188	-136.485229
4902.832031	-136.484894
4904.296875	-136.484421
4905.761719	-136.484085
4907.226563	-136.483688
4908.691406	-136.483322
4910.156250	-136.482910
4911.621094	-136.482529
4913.085938	-136.482178
4914.550781	-136.481781
4916.015625	-136.481430
4917.480469	-136.481232
4918.945313	-136.480774
4920.410156	-136.480408
4921.875000	-136.480011
4923.339844	-136.479813
4924.804688	-136.479370
4926.269531	-136.479080
4927.734375	-136.478821
4929.199219	-136.478470
4930.664063	-136.478119
4932.128906	-136.477921
4933.593750	-136.477539
4935.058594	-136.477234
4936.523438	-136.476959
4937.988281	-136.476669
4939.453125	-136.476303
4940.917969	-136.476074
4942.382813	-136.475754
4943.847656	-136.475464
4945.312500	-136.475250
4946.777344	-136.474899
4948.242188	-136.474640
4949.707031	-136.474365
4951.171875	-136.474045
4952.636719	-136.473770
4954.101563	-136.473511
4955.566406	-136.473221
4957.031250	-136.472870
4958.496094	-136.472595
4959.960938	-136.472366
4961.425781	-136.472076
4962.890625	-136.471741
4964.355469	-136.471436
4965.820313	-136.471237
4967.285156	-136.470871
4968.750000	-136.470581
4970.214844	-136.470276
4971.679688	-136.469955
4973.144531	-136.469559
4974.609375	-136.469315
4976.074219	-136.468933
4977.539063	-136.468628
4979.003906	-136.468277
4980.468750	-136.467911
4981.933594	-136.467545
4983.398438	-136.467239
4984.863281	-136.466827
4986.328125	-136.466476
4987.792969	-136.466125
4989.257813	-136.465759
4990.722656	-136.465363
4992.187500	-136.465012
4993.652344	-136.464600
4995.117188	-136.464172
4996.582031	-136.463806
4998.046875	-136.463440
4999.511719	-136.463058
5000.976563	-136.462524
5002.441406	-136.462112
5003.906250	-136.461731
5005.371094	-136.461334
5006.835938	-136.460861
5008.300781	-136.460464
5009.765625	-136.460007
5011.230469	-136.459595
5012.695313	-136.459198
5014.160156	-136.458710
5015.625000	-136.458298
5017.089844	-136.457870
5018.554688	-136.457397
5020.019531	-136.456970
5021.484375	-136.456558
5022.949219	-136.456116
5024.414063	-136.455643
5025.878906	-136.455215
5027.343750	-136.454758
5028.808594	-136.454330
5030.273438	-136.453873
5031.738281	-136.453415
5033.203125	-136.453033
5034.667969	-136.452560
5036.132813	-136.452133
5037.597656	-136.451660
5039.062500	-136.451233
5040.527344	-136.450806
5041.992188	-136.450378
5043.457031	-136.449936
5044.921875	-136.449448
5046.386719	-136.449066
5047.851563	-136.448608
5049.316406	-136.448227
5050.781250	-136.447769
5052.246094	-136.447342
5053.710938	-136.446899
5055.175781	-136.446411
5056.640625	-136.446045
5058.105469	-136.445572
5059.570313	-136.445206
5061.035156	-136.444809
5062.500000	-136.444305
5063.964844	-136.443954
5065.429688	-136.443558
5066.894531	-136.443176
5068.359375	-136.442688
5069.824219	-136.442307
5071.289063	-136.441849
5072.753906	-136.441483
5074.218750	-136.441086
5075.683594	-136.440613
5077.148438	-136.440201
5078.613281	-136.439865
5080.078125	-136.439453
5081.542969	-136.439041
5083.007813	-136.438538
5084.472656	-136.438187
5085.937500	-136.437759
5087.402344	-136.437378
5088.867188	-136.436920
5090.332031	-136.436554
5091.796875	-136.436127
5093.261719	-136.435638
5094.726563	-136.435379
5096.191406	-136.434875
5097.656250	-136.434509
5099.121094	-136.434113
5100.585938	-136.433701
5102.050781	-136.433289
5103.515625	-136.432922
5104.980469	-136.432495
5106.445313	-136.432159
5107.910156	-136.431717
5109.375000	-136.431335
5110.839844	-136.430969
5112.304688	-136.430603
5113.769531	-136.430191
5115.234375	-136.429825
5116.699219	-136.429489
5118.164063	-136.429092
5119.628906	-136.428696
5121.093750	-136.428314
5122.558594	-136.428009
5124.023438	-136.427628
5125.488281	-136.427307
5126.953125	-136.426895
5128.417969	-136.426514
5129.882813	-136.426193
5131.347656	-136.425812
5132.812500	-136.425537
5134.277344	-136.425140
5135.742188	-136.424805
5137.207031	-136.424515
5138.671875	-136.424164
5140.136719	-136.423798
5141.601563	-136.423492
5143.066406	-136.423157
5144.531250	-136.422852
5145.996094	-136.422531
5147.460938	-136.422180
5148.925781	-136.421860
5150.390625	-136.421570
5151.855469	-136.421249
5153.320313	-136.420929
5154.785156	-136.420670
5156.250000	-136.420319
5157.714844	-136.419952
5159.179688	-136.419647
5160.644531	-136.419449
5162.109375	-136.419022
5163.574219	-136.418686
5165.039063	-136.418289
5166.503906	-136.418060
5167.968750	-136.417694
5169.433594	-136.417358
5170.898438	-136.417023
5172.363281	-136.416656
5173.828125	-136.416321
5175.292969	-136.415970
5176.757813	-136.415588
5178.222656	-136.415237
5179.687500	-136.414871
5181.152344	-136.414429
5182.617188	-136.414063
5184.082031	-136.413666
5185.546875	-136.413284
5187.011719	-136.412750
5188.476563	-136.412567
5189.941406	-136.411972
5191.406250	-136.411499
5192.871094	-136.411148
5194.335938	-136.410690
5195.800781	-136.410141
5197.265625	-136.409592
5198.730469	-136.409134
5200.195313	-136.408554
5201.660156	-136.408096
5203.125000	-136.407593
5204.589844	-136.407043
5206.054688	-136.406448
5207.519531	-136.405899
5208.984375	-136.405319
5210.449219	-136.404709
5211.914063	-136.404144
5213.378906	-136.403519
5214.843750	-136.402908
5216.308594	-136.402191
5217.773438	-136.401596
5219.238281	-136.401031
5220.703125	-136.400314
5222.167969	-136.399658
5223.632813	-136.398956
5225.097656	-136.398285
5226.562500	-136.397583
5228.027344	-136.396866
5229.492188	-136.396133
5230.957031	-136.395462
5232.421875	-136.394638
5233.886719	-136.394012
5235.351563	-136.393250
5236.816406	-136.392471
5238.281250	-136.391739
5239.746094	-136.390976
5241.210938	-136.390198
5242.675781	-136.389481
5244.140625	-136.388763
5245.605469	-136.388016
5247.070313	-136.387314
5248.535156	-136.386444
5250.000000	-136.385788
5251.464844	-136.385071
5252.929688	-136.384201
5254.394531	-136.383545
5255.859375	-136.382690
5257.324219	-136.382065
5258.789063	-136.381378
5260.253906	-136.380615
5261.718750	-136.379944
5263.183594	-136.379242
5264.648438	-136.378540
5266.113281	-136.377869
5267.578125	-136.377197
5269.042969	-136.376526
5270.507813	-136.375870
5271.972656	-136.375259
5273.437500	-136.374588
5274.902344	-136.374130
5276.367188	-136.373444
5277.832031	-136.372864
5279.296875	-136.372299
5280.761719	-136.371765
5282.226563	-136.371170
5283.691406	-136.370667
5285.156250	-136.370117
5286.621094	-136.369659
5288.085938	-136.369171
5289.550781	-136.368698
5291.015625	-136.368179
5292.480469	-136.367828
5293.945313	-136.367371
5295.410156	-136.367035
5296.875000	-136.366592
5298.339844	-136.366180
5299.804688	-136.365875
5301.269531	-136.365417
5302.734375	-136.365204
5304.199219	-136.364822
5305.664063	-136.364487
5307.128906	-136.364273
5308.593750	-136.363953
5310.058594	-136.363678
5311.523438	-136.363434
5312.988281	-136.363144
5314.453125	-136.362961
5315.917969	-136.362732
5317.382813	-136.362503
5318.847656	-136.362305
5320.312500	-136.362106
5321.777344	-136.361969
5323.242188	-136.361755
5324.707031	-136.361557
5326.171875	-136.361404
5327.636719	-136.361298
5329.101563	-136.361038
5330.566406	-136.360931
5332.031250	-136.360779
5333.496094	-136.360641
5334.960938	-136.360458
5336.425781	-136.360229
5337.890625	-136.360184
5339.355469	-136.360077
5340.820313	-136.359848
5342.285156	-136.359802
5343.750000	-136.359604
5345.214844	-136.359467
5346.679688	-136.359314
5348.144531	-136.359161
5349.609375	-136.359039
5351.074219	-136.358917
5352.539063	-136.358734
5354.003906	-136.358582
5355.468750	-136.358414
5356.933594	-136.358261
5358.398438	-136.358017
5359.863281	-136.357910
5361.328125	-136.357742
5362.792969	-136.357498
5364.257813	-136.357391
5365.722656	-136.357147
5367.187500	-136.356873
5368.652344	-136.356735
5370.117188	-136.356506
5371.582031	-136.356262
5373.046875	-136.356079
5374.511719	-136.355804
5375.976563	-136.355408
5377.441406	-136.355331
5378.906250	-136.355026
5380.371094	-136.354797
5381.835938	-136.354477
5383.300781	-136.354355
5384.765625	-136.353882
5386.230469	-136.353622
5387.695313	-136.353394
5389.160156	-136.353226
5390.625000	-136.352692
5392.089844	-136.352386
5393.554688	-136.352081
5395.019531	-136.351868
5396.484375	-136.351517
5397.949219	-136.351120
5399.414063	-136.350784
5400.878906	-136.350510
5402.343750	-136.350082
5403.808594	-136.349777
5405.273438	-136.349396
5406.738281	-136.348999
5408.203125	-136.348755
5409.667969	-136.348343
5411.132813	-136.347916
5412.597656	-136.347610
5414.062500	-136.347244
5415.527344	-136.346848
5416.992188	-136.346466
5418.457031	-136.346085
5419.921875	-136.345657
5421.386719	-136.345352
5422.851563	-136.344894
5424.316406	-136.344559
5425.781250	-136.344070
5427.246094	-136.343658
5428.710938	-136.343353
5430.175781	-136.342804
5431.640625	-136.342438
5433.105469	-136.342026
5434.570313	-136.341553
5436.035156	-136.341217
5437.500000	-136.340744
5438.964844	-136.340256
5440.429688	-136.339859
5441.894531	-136.339401
5443.359375	-136.338943
5444.824219	-136.338486
5446.289063	-136.337997
5447.753906	-136.337555
5449.218750	-136.337051
5450.683594	-136.336502
5452.148438	-136.336090
5453.613281	-136.335464
5455.078125	-136.334930
5456.542969	-136.334518
5458.007813	-136.333923
5459.472656	-136.333435
5460.937500	-136.332809
5462.402344	-136.332306
5463.867188	-136.331696
5465.332031	-136.331116
5466.796875	-136.330505
5468.261719	-136.329895
5469.726563	-136.329330
5471.191406	-136.328674
5472.656250	-136.328018
5474.121094	-136.327393
5475.585938	-136.326721
5477.050781	-136.326065
5478.515625	-136.325363
5479.980469	-136.324783
5481.445313	-136.323990
5482.910156	-136.323364
5484.375000	-136.322601
5485.839844	-136.321884
5487.304688	-136.321121
5488.769531	-136.320435
5490.234375	-136.319656
5491.699219	-136.318848
5493.164063	-136.318130
5494.628906	-136.317368
5496.093750	-136.316574
5497.558594	-136.315781
5499.023438	-136.315018
5500.488281	-136.314301
5501.953125	-136.313416
5503.417969	-136.312576
5504.882813	-136.311768
5506.347656	-136.310974
5507.812500	-136.310196
5509.277344	-136.309326
5510.742188	-136.308563
5512.207031	-136.307678
5513.671875	-136.306946
5515.136719	-136.306107
5516.601563	-136.305267
5518.066406	-136.304565
5519.531250	-136.303604
5520.996094	-136.302902
5522.460938	-136.302078
5523.925781	-136.301193
5525.390625	-136.300415
5526.855469	-136.299652
5528.320313	-136.298843
5529.785156	-136.298096
5531.250000	-136.297348
5532.714844	-136.296585
5534.179688	-136.295746
5535.644531	-136.295151
5537.109375	-136.294357
5538.574219	-136.293594
5540.039063	-136.292892
5541.503906	-136.292297
5542.968750	-136.291580
5544.433594	-136.290878
5545.898438	-136.290222
5547.363281	-136.289551
5548.828125	-136.288925
5550.292969	-136.288300
5551.757813	-136.287674
5553.222656	-136.287140
5554.687500	-136.286530
5556.152344	-136.285904
5557.617188	-136.285431
5559.082031	-136.284821
5560.546875	-136.284286
5562.011719	-136.283768
5563.476563	-136.283218
5564.941406	-136.282806
5566.406250	-136.282288
5567.871094	-136.281799
5569.335938	-136.281326
5570.800781	-136.280853
5572.265625	-136.280457
5573.730469	-136.279938
5575.195313	-136.279556
5576.660156	-136.279160
5578.125000	-136.278748
5579.589844	-136.278320
5581.054688	-136.277954
5582.519531	-136.277557
5583.984375	-136.277206
5585.449219	-136.276825
5586.914063	-136.276443
5588.378906	-136.276123
5589.843750	-136.275711
5591.308594	-136.275391
5592.773438	-136.274994
5594.238281	-136.274673
5595.703125	-136.274353
5597.167969	-136.273941
5598.632813	-136.273621
5600.097656	-136.273270
5601.562500	-136.272949
5603.027344	-136.272598
5604.492188	-136.272217
5605.957031	-136.271896
5607.421875	-136.271484
5608.886719	-136.271210
5610.351563	-136.270874
5611.816406	-136.270401
5613.281250	-136.270020
5614.746094	-136.269836
5616.210938	-136.269424
5617.675781	-136.268997
5619.140625	-136.268631
5620.605469	-136.268295
5622.070313	-136.267883
5623.535156	-136.267532
5625.000000	-136.267212
5626.464844	-136.266785
5627.929688	-136.266327
5629.394531	-136.266022
5630.859375	-136.265579
5632.324219	-136.265259
5633.789063	-136.264893
5635.253906	-136.264465
5636.718750	-136.264038
5638.183594	-136.263626
5639.648438	-136.263290
5641.113281	-136.262878
5642.578125	-136.262527
5644.042969	-136.262054
5645.507813	-136.261658
5646.972656	-136.261276
5648.437500	-136.260941
5649.902344	-136.260559
5651.367188	-136.260193
5652.832031	-136.259781
5654.296875	-136.259430
5655.761719	-136.259094
5657.226563	-136.258743
5658.691406	-136.258362
5660.156250	-136.258072
5661.621094	-136.257828
5663.085938	-136.257538
5664.550781	-136.257095
5666.015625	-136.256821
5667.480469	-136.256500
5668.945313	-136.256271
5670.410156	-136.255997
5671.875000	-136.255768
5673.339844	-136.255554
5674.804688	-136.255249
5676.269531	-136.255096
5677.734375	-136.254837
5679.199219	-136.254684
5680.664063	-136.254456
5682.128906	-136.254333
5683.593750	-136.254135
5685.058594	-136.253952
5686.523438	-136.253845
5687.988281	-136.253662
5689.453125	-136.253571
5690.917969	-136.253357
5692.382813	-136.253296
5693.847656	-136.253220
5695.312500	-136.253113
5696.777344	-136.252991
5698.242188	-136.252945
5699.707031	-136.252838
5701.171875	-136.252777
5702.636719	-136.252670
5704.101563	-136.252563
5705.566406	-136.252502
5707.031250	-136.252365
5708.496094	-136.252319
5709.960938	-136.252197
5711.425781	-136.252182
5712.890625	-136.252014
5714.355469	-136.251938
5715.820313	-136.251785
5717.285156	-136.251709
5718.750000	-136.251526
5720.214844	-136.251450
5721.679688	-136.251312
5723.144531	-136.251099
5724.609375	-136.250916
5726.074219	-136.250748
5727.539063	-136.250427
5729.003906	-136.250259
5730.468750	-136.249985
5731.933594	-136.249771
5733.398438	-136.249481
5734.863281	-136.249100
5736.328125	-136.248886
5737.792969	-136.248398
5739.257813	-136.248032
5740.722656	-136.247635
5742.187500	-136.247253
5743.652344	-136.246750
5745.117188	-136.246338
5746.582031	-136.245819
5748.046875	-136.245316
5749.511719	-136.244858
5750.976563	-136.244293
5752.441406	-136.243652
5753.906250	-136.243011
5755.371094	-136.242416
5756.835938	-136.241760
5758.300781	-136.241119
5759.765625	-136.240372
5761.230469	-136.239746
5762.695313	-136.238983
5764.160156	-136.238159
5765.625000	-136.237503
5767.089844	-136.236633
5768.554688	-136.235840
5770.019531	-136.235046
5771.484375	-136.234268
5772.949219	-136.233322
5774.414063	-136.232544
5775.878906	-136.231720
5777.343750	-136.230865
5778.808594	-136.229950
5780.273438	-136.229141
5781.738281	-136.228195
5783.203125	-136.227295
5784.667969	-136.226440
5786.132813	-136.225632
5787.597656	-136.224701
5789.062500	-136.223785
5790.527344	-136.223007
5791.992188	-136.222031
5793.457031	-136.221161
5794.921875	-136.220337
5796.386719	-136.219543
5797.851563	-136.218658
5799.316406	-136.217804
5800.781250	-136.217010
5802.246094	-136.216156
5803.710938	-136.215332
5805.175781	-136.214523
5806.640625	-136.213928
5808.105469	-136.213104
5809.570313	-136.212387
5811.035156	-136.211731
5812.500000	-136.210876
5813.964844	-136.210266
5815.429688	-136.209641
5816.894531	-136.208969
5818.359375	-136.208344
5819.824219	-136.207703
5821.289063	-136.207169
5822.753906	-136.206573
5824.218750	-136.206055
5825.683594	-136.205444
5827.148438	-136.205002
5828.613281	-136.204483
5830.078125	-136.203979
5831.542969	-136.203522
5833.007813	-136.203079
5834.472656	-136.202591
5835.937500	-136.202179
5837.402344	-136.201721
5838.867188	-136.201416
5840.332031	-136.200989
5841.796875	-136.200577
5843.261719	-136.200272
5844.726563	-136.199829
5846.191406	-136.199493
5847.656250	-136.199158
5849.121094	-136.198853
5850.585938	-136.198517
5852.050781	-136.198181
5853.515625	-136.197830
5854.980469	-136.197540
5856.445313	-136.197250
5857.910156	-136.196930
5859.375000	-136.196579
5860.839844	-136.196304
5862.304688	-136.195953
5863.769531	-136.195602
5865.234375	-136.195419
5866.699219	-136.194946
5868.164063	-136.194672
5869.628906	-136.194397
5871.093750	-136.194031
5872.558594	-136.193710
5874.023438	-136.193375
5875.488281	-136.193008
5876.953125	-136.192749
5878.417969	-136.192276
5879.882813	-136.191971
5881.347656	-136.191605
5882.812500	-136.191208
5884.277344	-136.190826
5885.742188	-136.190430
5887.207031	-136.190079
5888.671875	-136.189667
5890.136719	-136.189209
5891.601563	-136.188843
5893.066406	-136.188446
5894.531250	-136.187988
5895.996094	-136.187576
5897.460938	-136.187119
5898.925781	-136.186691
5900.390625	-136.186249
5901.855469	-136.185822
5903.320313	-136.185333
5904.785156	-136.184906
5906.250000	-136.184402
5907.714844	-136.184036
5909.179688	-136.183517
5910.644531	-136.183090
5912.109375	-136.182663
5913.574219	-136.182129
5915.039063	-136.181656
5916.503906	-136.181198
5917.968750	-136.180756
5919.433594	-136.180298
5920.898438	-136.179840
5922.363281	-136.179352
5923.828125	-136.178848
5925.292969	-136.178421
5926.757813	-136.178040
5928.222656	-136.177490
5929.687500	-136.177078
5931.152344	-136.176651
5932.617188	-136.176239
5934.082031	-136.175781
5935.546875	-136.175385
5937.011719	-136.174850
5938.476563	-136.174622
5939.941406	-136.174011
5941.406250	-136.173691
5942.871094	-136.173233
5944.335938	-136.172729
5945.800781	-136.172363
5947.265625	-136.172028
5948.730469	-136.171555
5950.195313	-136.171127
5951.660156	-136.170761
5953.125000	-136.170227
5954.589844	-136.169937
5956.054688	-136.169479
5957.519531	-136.168976
5958.984375	-136.168610
5960.449219	-136.168335
5961.914063	-136.167786
5963.378906	-136.167404
5964.843750	-136.166977
5966.308594	-136.166550
5967.773438	-136.166077
5969.238281	-136.165634
5970.703125	-136.165222
5972.167969	-136.164734
5973.632813	-136.164383
5975.097656	-136.163849
5976.562500	-136.163437
5978.027344	-136.162918
5979.492188	-136.162445
5980.957031	-136.161942
5982.421875	-136.161484
5983.886719	-136.160950
5985.351563	-136.160370
5986.816406	-136.159897
5988.281250	-136.159348
5989.746094	-136.158768
5991.210938	-136.158234
5992.675781	-136.157623
5994.140625	-136.157135
5995.605469	-136.156418
5997.070313	-136.155823
5998.535156	-136.155212
6000.000000	-136.154648
6001.464844	-136.153961
6002.929688	-136.153259
6004.394531	-136.152679
6005.859375	-136.152023
6007.324219	-136.151215
6008.789063	-136.150574
6010.253906	-136.149689
6011.718750	-136.149078
6013.183594	-136.148361
6014.648438	-136.147675
6016.113281	-136.146759
6017.578125	-136.146057
6019.042969	-136.145233
6020.507813	-136.144379
6021.972656	-136.143555
6023.437500	-136.142715
6024.902344	-136.141953
6026.367188	-136.140991
6027.832031	-136.140152
6029.296875	-136.139389
6030.761719	-136.138412
6032.226563	-136.137589
6033.691406	-136.136719
6035.156250	-136.135727
6036.621094	-136.134995
6038.085938	-136.133942
6039.550781	-136.133209
6041.015625	-136.132156
6042.480469	-136.131226
6043.945313	-136.130371
6045.410156	-136.129532
6046.875000	-136.128525
6048.339844	-136.127579
6049.804688	-136.126724
6051.269531	-136.125732
6052.734375	-136.124817
6054.199219	-136.123901
6055.664063	-136.123001
6057.128906	-136.122162
6058.593750	-136.121246
6060.058594	-136.120300
6061.523438	-136.119308
6062.988281	-136.118668
6064.453125	-136.117706
6065.917969	-136.116852
6067.382813	-136.116013
6068.847656	-136.115143
6070.312500	-136.114334
6071.777344	-136.113525
6073.242188	-136.112701
6074.707031	-136.111893
6076.171875	-136.111145
6077.636719	-136.110367
6079.101563	-136.109619
6080.566406	-136.108932
6082.031250	-136.108200
6083.496094	-136.107483
6084.960938	-136.106796
6086.425781	-136.106186
6087.890625	-136.105698
6089.355469	-136.104874
6090.820313	-136.104340
6092.285156	-136.103638
6093.750000	-136.103287
6095.214844	-136.102798
6096.679688	-136.102112
6098.144531	-136.101654
6099.609375	-136.101151
6101.074219	-136.100739
6102.539063	-136.100311
6104.003906	-136.099915
6105.468750	-136.099503
6106.933594	-136.099106
6108.398438	-136.098785
6109.863281	-136.098465
6111.328125	-136.098068
6112.792969	-136.097809
6114.257813	-136.097519
6115.722656	-136.097260
